Ruta,Numero_Pasajeros,Duracion_Viaje_Minutos,Retraso_Minutos,Tipo_Transporte,Region,Dia_Semana,Mes,Día,Hora,Minuto
Madrid - Malaga,52,224.0,67,2,Malaga,1,1,3,1,20
Bilbao - Madrid,75,501.0,32,2,Madrid,1,1,3,1,29
Madrid - Barcelona,51,323.0,31,2,Madrid,1,1,3,1,32
Zaragoza - Barcelona,51,175.0,111,1,Zaragoza,1,1,3,1,44
Barcelona - Valencia,45,467.0,39,2,Barcelona,1,1,3,1,52
Bilbao - Madrid,36,502.0,16,1,Bilbao,1,1,3,1,58
Bilbao - Madrid,69,224.0,102,2,Bilbao,1,1,3,2,15
Valencia - Sevilla,55,586.0,43,1,Valencia,1,1,3,2,26
Valencia - Sevilla,31,661.0,22,1,Valencia,1,1,3,2,35
Zaragoza - Barcelona,84,343.0,99,2,Zaragoza,1,1,3,3,7
Valencia - Sevilla,91,299.0,39,1,Valencia,1,1,3,3,8
Bilbao - Madrid,49,571.0,16,2,Madrid,1,1,3,3,10
Valencia - Sevilla,90,703.0,106,2,Sevilla,1,1,3,3,16
Madrid - Barcelona,15,356.0,81,1,Madrid,1,1,3,3,25
Bilbao - Madrid,65,227.0,111,1,Bilbao,1,1,3,3,27
Zaragoza - Barcelona,21,694.0,98,2,Zaragoza,1,1,3,3,28
Barcelona - Bilbao,90,462.0,91,2,Barcelona,1,1,3,3,42
Madrid - Zaragoza,62,573.0,104,1,Zaragoza,1,1,3,3,43
Valencia - Sevilla,15,518.0,29,1,Valencia,1,1,3,3,45
Malaga - Sevilla,58,214.0,66,2,Sevilla,1,1,3,3,48
Zaragoza - Barcelona,25,718.0,100,2,Zaragoza,1,1,3,4,8
Barcelona - Valencia,76,133.0,107,2,Valencia,1,1,3,4,12
Valencia - Sevilla,24,124.0,65,2,Valencia,1,1,3,4,18
Barcelona - Bilbao,16,613.0,99,2,Bilbao,1,1,3,4,25
Valencia - Sevilla,87,374.0,14,1,Sevilla,1,1,3,4,27
Zaragoza - Barcelona,81,367.0,51,1,Barcelona,1,1,3,4,30
Valencia - Sevilla,59,458.0,88,1,Sevilla,1,1,3,4,34
Malaga - Sevilla,20,180.0,45,2,Sevilla,1,1,3,4,39
Barcelona - Valencia,80,210.0,9,2,Valencia,1,1,3,4,46
Sevilla - Madrid,99,419.0,54,2,Madrid,1,1,3,4,58
Madrid - Barcelona,72,575.0,4,2,Madrid,1,1,3,4,59
Barcelona - Valencia,69,644.0,51,1,Valencia,1,1,3,5,7
Madrid - Malaga,67,198.0,34,2,Madrid,1,1,3,5,8
Sevilla - Madrid,52,713.0,107,2,Madrid,1,1,3,5,9
Madrid - Barcelona,51,185.0,94,2,Madrid,1,1,3,5,18
Madrid - Malaga,85,538.0,0,2,Madrid,1,1,3,5,23
Barcelona - Valencia,87,529.0,91,1,Barcelona,1,1,3,5,32
Zaragoza - Barcelona,45,442.0,104,1,Zaragoza,1,1,3,5,40
Sevilla - Madrid,10,500.0,54,1,Sevilla,1,1,3,5,50
Bilbao - Madrid,99,453.0,78,2,Bilbao,1,1,3,5,51
Bilbao - Madrid,51,174.0,43,2,Bilbao,1,1,3,5,52
Madrid - Zaragoza,32,717.0,0,2,Zaragoza,1,1,3,5,54
Madrid - Malaga,70,664.0,52,2,Madrid,1,1,3,5,57
Valencia - Sevilla,85,631.0,94,2,Sevilla,1,1,3,6,1
Madrid - Zaragoza,54,156.0,68,2,Zaragoza,1,1,3,6,14
Zaragoza - Barcelona,92,670.0,80,2,Barcelona,1,1,3,6,18
Madrid - Malaga,61,449.0,54,1,Madrid,1,1,3,6,21
Barcelona - Valencia,19,448.0,114,1,Barcelona,1,1,3,6,25
Madrid - Malaga,22,262.0,58,1,Malaga,1,1,3,6,30
Zaragoza - Barcelona,40,281.0,75,2,Zaragoza,1,1,3,6,39
Madrid - Barcelona,17,579.0,111,2,Madrid,1,1,3,6,56
Barcelona - Valencia,71,365.0,113,1,Barcelona,1,1,3,7,3
Zaragoza - Barcelona,21,298.0,9,2,Barcelona,1,1,3,7,9
Madrid - Zaragoza,88,122.0,63,1,Zaragoza,1,1,3,7,18
Madrid - Zaragoza,17,152.0,6,1,Zaragoza,1,1,3,7,28
Madrid - Zaragoza,53,238.0,108,2,Zaragoza,1,1,3,7,41
Barcelona - Bilbao,39,126.0,8,2,Barcelona,1,1,3,7,44
Sevilla - Madrid,41,618.0,10,2,Sevilla,1,1,3,8,1
Zaragoza - Barcelona,71,697.0,9,1,Zaragoza,1,1,3,8,11
Barcelona - Valencia,56,665.0,19,1,Valencia,1,1,3,8,18
Malaga - Sevilla,31,662.0,57,1,Sevilla,1,1,3,8,22
Bilbao - Madrid,47,369.0,61,1,Bilbao,1,1,3,8,32
Barcelona - Valencia,38,554.0,39,2,Valencia,1,1,3,8,36
Malaga - Sevilla,42,705.0,7,2,Malaga,1,1,3,8,38
Madrid - Malaga,13,335.0,86,1,Madrid,1,1,3,8,51
Barcelona - Valencia,40,215.0,59,2,Barcelona,1,1,3,9,5
Madrid - Malaga,14,166.0,44,1,Malaga,1,1,3,9,18
Barcelona - Valencia,94,385.0,43,2,Valencia,1,1,3,9,21
Barcelona - Bilbao,57,312.0,118,1,Bilbao,1,1,3,9,28
Bilbao - Madrid,19,369.0,23,2,Bilbao,1,1,3,9,37
Madrid - Barcelona,60,312.0,44,2,Barcelona,1,1,3,9,42
Bilbao - Madrid,15,672.0,58,1,Bilbao,1,1,3,9,58
Zaragoza - Barcelona,38,315.0,10,1,Barcelona,1,1,3,10,3
Valencia - Sevilla,66,632.0,17,2,Valencia,1,1,3,10,7
Sevilla - Madrid,14,375.0,11,1,Madrid,1,1,3,10,9
Madrid - Malaga,54,421.0,9,1,Madrid,1,1,3,10,20
Barcelona - Valencia,65,631.0,47,1,Valencia,1,1,3,10,27
Madrid - Barcelona,68,320.0,23,2,Madrid,1,1,3,10,45
Madrid - Barcelona,51,641.0,77,1,Madrid,1,1,3,10,49
Madrid - Barcelona,80,140.0,37,2,Barcelona,1,1,3,10,50
Valencia - Sevilla,79,285.0,88,2,Valencia,1,1,3,10,58
Barcelona - Bilbao,41,649.0,115,2,Bilbao,1,1,3,11,7
Madrid - Barcelona,27,273.0,94,2,Barcelona,1,1,3,11,12
Valencia - Sevilla,48,322.0,67,2,Sevilla,1,1,3,11,27
Malaga - Sevilla,77,632.0,91,2,Sevilla,1,1,3,11,35
Barcelona - Bilbao,23,414.0,63,1,Bilbao,1,1,3,11,51
Barcelona - Bilbao,39,580.0,76,1,Bilbao,1,1,3,12,1
Barcelona - Bilbao,24,329.0,119,1,Bilbao,1,1,3,12,4
Barcelona - Bilbao,59,178.0,45,2,Bilbao,1,1,3,12,11
Madrid - Malaga,36,576.0,5,2,Malaga,1,1,3,12,15
Madrid - Barcelona,38,534.0,102,2,Barcelona,1,1,3,12,32
Barcelona - Bilbao,95,269.0,20,1,Bilbao,1,1,3,12,43
Madrid - Malaga,25,671.0,85,1,Madrid,1,1,3,12,46
Barcelona - Valencia,92,151.0,18,1,Barcelona,1,1,3,12,58
Barcelona - Bilbao,39,296.0,66,2,Bilbao,1,1,3,13,6
Bilbao - Madrid,83,360.0,5,1,Bilbao,1,1,3,13,7
Sevilla - Madrid,39,405.0,7,2,Madrid,1,1,3,13,15
Bilbao - Madrid,82,452.0,40,2,Madrid,1,1,3,13,19
Zaragoza - Barcelona,62,578.0,54,1,Barcelona,1,1,3,13,21
Barcelona - Valencia,58,138.0,85,1,Barcelona,1,1,3,13,27
Madrid - Barcelona,10,227.0,15,1,Barcelona,1,1,3,13,31
Zaragoza - Barcelona,33,282.0,16,1,Zaragoza,1,1,3,13,32
Barcelona - Valencia,29,245.0,52,1,Barcelona,1,1,3,13,33
Madrid - Malaga,17,185.0,108,1,Madrid,1,1,3,13,35
Sevilla - Madrid,61,714.0,102,1,Madrid,1,1,3,13,46
Sevilla - Madrid,55,704.0,93,2,Sevilla,1,1,3,13,52
Barcelona - Valencia,95,487.0,78,2,Valencia,1,1,3,14,12
Malaga - Sevilla,97,468.0,114,1,Malaga,1,1,3,14,17
Bilbao - Madrid,65,611.0,11,1,Madrid,1,1,3,14,23
Madrid - Barcelona,59,718.0,73,1,Barcelona,1,1,3,14,26
Malaga - Sevilla,78,211.0,47,2,Sevilla,1,1,3,14,42
Barcelona - Valencia,82,279.0,53,1,Valencia,1,1,3,14,55
Barcelona - Valencia,21,411.0,7,2,Barcelona,1,1,3,14,57
Madrid - Malaga,61,349.0,99,1,Malaga,1,1,3,14,58
Madrid - Malaga,81,365.0,103,2,Malaga,1,1,3,15,4
Madrid - Zaragoza,61,296.0,83,2,Zaragoza,1,1,3,15,7
Madrid - Malaga,98,574.0,58,1,Malaga,1,1,3,15,9
Barcelona - Valencia,61,685.0,80,1,Valencia,1,1,3,15,13
Madrid - Zaragoza,63,495.0,103,1,Zaragoza,1,1,3,15,31
Madrid - Barcelona,18,476.0,112,1,Madrid,1,1,3,15,42
Madrid - Barcelona,55,184.0,34,1,Barcelona,1,1,3,15,50
Madrid - Malaga,36,459.0,101,1,Malaga,1,1,3,15,51
Barcelona - Valencia,30,271.0,31,1,Valencia,1,1,3,15,59
Malaga - Sevilla,15,453.0,8,1,Malaga,1,1,3,16,23
Malaga - Sevilla,82,243.0,73,1,Malaga,1,1,3,16,24
Valencia - Sevilla,79,348.0,90,2,Valencia,1,1,3,16,27
Bilbao - Madrid,51,486.0,53,1,Madrid,1,1,3,16,31
Zaragoza - Barcelona,49,574.0,55,2,Barcelona,1,1,3,16,33
Madrid - Barcelona,88,602.0,41,1,Madrid,1,1,3,16,35
Madrid - Barcelona,24,539.0,65,1,Barcelona,1,1,3,16,42
Sevilla - Madrid,37,152.0,57,1,Sevilla,1,1,3,16,50
Sevilla - Madrid,86,338.0,19,2,Sevilla,1,1,3,16,57
Barcelona - Valencia,66,368.0,8,1,Barcelona,1,1,3,17,7
Madrid - Malaga,15,168.0,107,2,Madrid,1,1,3,17,27
Madrid - Malaga,12,340.0,109,1,Madrid,1,1,3,17,28
Sevilla - Madrid,99,176.0,96,1,Madrid,1,1,3,17,30
Barcelona - Valencia,15,227.0,103,2,Valencia,1,1,3,17,32
Sevilla - Madrid,23,441.0,102,2,Madrid,1,1,3,17,47
Sevilla - Madrid,26,669.0,84,2,Sevilla,1,1,3,17,56
Sevilla - Madrid,32,235.0,51,2,Madrid,1,1,3,18,21
Madrid - Barcelona,77,563.0,0,2,Madrid,1,1,3,18,36
Madrid - Barcelona,94,173.0,99,1,Barcelona,1,1,3,18,41
Bilbao - Madrid,65,534.0,98,1,Madrid,1,1,3,18,42
Valencia - Sevilla,34,175.0,29,1,Sevilla,1,1,3,18,46
Bilbao - Madrid,70,169.0,105,2,Bilbao,1,1,3,18,50
Madrid - Barcelona,16,171.0,58,1,Barcelona,1,1,3,18,54
Malaga - Sevilla,13,379.0,82,1,Sevilla,1,1,3,19,0
Zaragoza - Barcelona,34,340.0,92,2,Barcelona,1,1,3,19,5
Madrid - Zaragoza,77,408.0,3,1,Zaragoza,1,1,3,19,11
Barcelona - Bilbao,40,392.0,102,2,Bilbao,1,1,3,19,17
Zaragoza - Barcelona,82,475.0,39,2,Zaragoza,1,1,3,19,18
Madrid - Barcelona,99,598.0,0,2,Barcelona,1,1,3,19,38
Madrid - Barcelona,27,403.0,58,2,Barcelona,1,1,3,19,53
Valencia - Sevilla,37,323.0,8,2,Sevilla,1,1,3,19,55
Valencia - Sevilla,50,237.0,0,2,Valencia,1,1,3,19,57
Barcelona - Bilbao,72,530.0,22,2,Bilbao,1,1,3,19,58
Zaragoza - Barcelona,55,708.0,35,1,Barcelona,1,1,3,20,10
Madrid - Barcelona,68,424.0,7,1,Madrid,1,1,3,20,22
Madrid - Zaragoza,43,312.0,10,2,Zaragoza,1,1,3,20,26
Madrid - Zaragoza,69,260.0,84,1,Zaragoza,1,1,3,20,32
Sevilla - Madrid,66,479.0,41,2,Madrid,1,1,3,20,37
Sevilla - Madrid,69,271.0,47,2,Sevilla,1,1,3,20,53
Madrid - Malaga,12,123.0,49,2,Madrid,1,1,3,21,1
Barcelona - Valencia,16,209.0,87,1,Barcelona,1,1,3,21,20
Barcelona - Bilbao,84,365.0,98,2,Barcelona,1,1,3,21,25
Bilbao - Madrid,35,210.0,69,1,Bilbao,1,1,3,21,32
Madrid - Malaga,74,406.0,116,1,Malaga,1,1,3,21,37
Madrid - Zaragoza,24,360.0,41,1,Madrid,1,1,3,21,54
Madrid - Zaragoza,59,586.0,84,2,Zaragoza,1,1,3,22,1
Valencia - Sevilla,66,412.0,5,2,Sevilla,1,1,3,22,29
Barcelona - Bilbao,32,263.0,81,1,Bilbao,1,1,3,22,32
Bilbao - Madrid,75,170.0,46,1,Bilbao,1,1,3,23,14
Valencia - Sevilla,69,137.0,0,2,Sevilla,1,1,3,23,17
Malaga - Sevilla,86,134.0,57,2,Sevilla,1,1,3,23,19
Valencia - Sevilla,82,153.0,86,2,Sevilla,1,1,3,23,21
Barcelona - Bilbao,44,170.0,40,2,Barcelona,1,1,3,23,27
Madrid - Zaragoza,74,650.0,37,1,Zaragoza,1,1,3,23,28
Malaga - Sevilla,13,497.0,50,1,Sevilla,1,1,3,23,36
Sevilla - Madrid,54,455.0,85,1,Madrid,1,1,3,23,40
Madrid - Zaragoza,36,175.0,57,1,Zaragoza,1,1,3,23,55
Bilbao - Madrid,14,564.0,48,1,Madrid,1,1,3,23,59
Madrid - Barcelona,64,610.0,77,1,Barcelona,2,1,4,0,1
Madrid - Barcelona,87,517.0,80,2,Barcelona,2,1,4,0,7
Zaragoza - Barcelona,13,463.0,37,1,Barcelona,2,1,4,0,16
Barcelona - Bilbao,35,573.0,83,2,Barcelona,2,1,4,0,28
Barcelona - Valencia,27,204.0,41,1,Valencia,2,1,4,0,34
Valencia - Sevilla,20,709.0,72,1,Sevilla,2,1,4,1,8
Barcelona - Bilbao,34,589.0,6,2,Barcelona,2,1,4,1,9
Sevilla - Madrid,20,205.0,40,1,Madrid,2,1,4,1,28
Barcelona - Bilbao,47,678.0,1,2,Bilbao,2,1,4,1,51
Madrid - Barcelona,80,504.0,32,1,Barcelona,2,1,4,1,59
Madrid - Barcelona,45,659.0,66,2,Madrid,2,1,4,2,1
Barcelona - Bilbao,53,164.0,63,1,Bilbao,2,1,4,2,6
Barcelona - Valencia,53,502.0,6,1,Barcelona,2,1,4,2,14
Bilbao - Madrid,16,281.0,53,1,Bilbao,2,1,4,2,17
Madrid - Malaga,21,563.0,112,2,Madrid,2,1,4,2,21
Bilbao - Madrid,71,354.0,16,1,Madrid,2,1,4,2,34
Barcelona - Bilbao,29,695.0,28,2,Bilbao,2,1,4,3,10
Barcelona - Valencia,83,128.0,59,2,Valencia,2,1,4,3,17
Madrid - Barcelona,26,558.0,76,1,Madrid,2,1,4,3,35
Barcelona - Bilbao,26,648.0,17,2,Barcelona,2,1,4,3,36
Zaragoza - Barcelona,26,443.0,29,2,Barcelona,2,1,4,3,43
Madrid - Malaga,58,420.0,75,1,Madrid,2,1,4,3,45
Barcelona - Bilbao,83,504.0,96,1,Bilbao,2,1,4,3,51
Sevilla - Madrid,29,148.0,63,1,Madrid,2,1,4,3,57
Valencia - Sevilla,70,674.0,55,1,Valencia,2,1,4,4,11
Sevilla - Madrid,22,323.0,23,1,Madrid,2,1,4,4,16
Bilbao - Madrid,33,144.0,64,2,Bilbao,2,1,4,4,39
Madrid - Barcelona,62,185.0,92,2,Barcelona,2,1,4,4,57
Valencia - Sevilla,52,254.0,69,1,Sevilla,2,1,4,4,59
Madrid - Malaga,12,552.0,37,2,Malaga,2,1,4,5,0
Malaga - Sevilla,33,671.0,43,2,Sevilla,2,1,4,5,9
Bilbao - Madrid,42,328.0,64,2,Bilbao,2,1,4,5,43
Malaga - Sevilla,98,704.0,71,1,Malaga,2,1,4,5,59
Sevilla - Madrid,31,525.0,104,1,Sevilla,2,1,4,6,1
Madrid - Barcelona,90,544.0,85,1,Madrid,2,1,4,6,44
Zaragoza - Barcelona,19,198.0,105,2,Zaragoza,2,1,4,6,46
Bilbao - Madrid,28,562.0,40,1,Madrid,2,1,4,6,48
Zaragoza - Barcelona,63,472.0,92,1,Barcelona,2,1,4,7,0
Madrid - Barcelona,22,713.0,11,1,Madrid,2,1,4,7,4
Bilbao - Madrid,65,421.0,47,1,Madrid,2,1,4,7,6
Sevilla - Madrid,77,212.0,60,2,Sevilla,2,1,4,7,15
Valencia - Sevilla,98,557.0,52,1,Valencia,2,1,4,7,20
Bilbao - Madrid,83,441.0,14,2,Madrid,2,1,4,7,27
Malaga - Sevilla,15,604.0,115,2,Sevilla,2,1,4,7,36
Barcelona - Bilbao,92,498.0,114,1,Bilbao,2,1,4,7,38
Barcelona - Bilbao,73,160.0,16,1,Barcelona,2,1,4,7,46
Sevilla - Madrid,44,182.0,46,2,Sevilla,2,1,4,7,52
Madrid - Barcelona,90,483.0,88,2,Barcelona,2,1,4,8,9
Barcelona - Bilbao,72,162.0,28,2,Bilbao,2,1,4,8,45
Zaragoza - Barcelona,49,429.0,18,1,Zaragoza,2,1,4,8,47
Barcelona - Valencia,86,409.0,109,1,Barcelona,2,1,4,8,53
Madrid - Malaga,39,261.0,6,2,Madrid,2,1,4,9,7
Madrid - Zaragoza,65,547.0,98,2,Madrid,2,1,4,9,24
Sevilla - Madrid,68,212.0,63,2,Sevilla,2,1,4,9,29
Sevilla - Madrid,69,540.0,88,1,Madrid,2,1,4,9,35
Valencia - Sevilla,66,565.0,75,2,Valencia,2,1,4,9,43
Madrid - Zaragoza,63,708.0,61,1,Madrid,2,1,4,9,51
Valencia - Sevilla,35,161.0,57,2,Sevilla,2,1,4,10,8
Madrid - Zaragoza,84,328.0,15,1,Madrid,2,1,4,10,14
Barcelona - Bilbao,75,130.0,55,1,Bilbao,2,1,4,10,18
Valencia - Sevilla,18,580.0,36,2,Sevilla,2,1,4,10,25
Sevilla - Madrid,16,618.0,29,2,Madrid,2,1,4,10,27
Zaragoza - Barcelona,79,561.0,4,2,Barcelona,2,1,4,10,28
Zaragoza - Barcelona,90,167.0,36,1,Barcelona,2,1,4,10,39
Madrid - Barcelona,69,156.0,94,2,Barcelona,2,1,4,10,42
Malaga - Sevilla,58,695.0,97,1,Sevilla,2,1,4,10,49
Barcelona - Bilbao,82,289.0,75,1,Barcelona,2,1,4,10,51
Barcelona - Valencia,77,515.0,21,1,Valencia,2,1,4,10,55
Valencia - Sevilla,98,358.0,11,1,Sevilla,2,1,4,11,5
Malaga - Sevilla,74,249.0,83,1,Malaga,2,1,4,11,11
Madrid - Malaga,55,176.0,94,2,Madrid,2,1,4,11,13
Barcelona - Bilbao,40,501.0,108,2,Bilbao,2,1,4,11,48
Malaga - Sevilla,15,691.0,27,1,Malaga,2,1,4,12,1
Barcelona - Bilbao,39,159.0,60,2,Bilbao,2,1,4,12,2
Valencia - Sevilla,40,429.0,108,1,Sevilla,2,1,4,12,21
Sevilla - Madrid,44,404.0,31,2,Sevilla,2,1,4,12,31
Zaragoza - Barcelona,44,253.0,84,1,Zaragoza,2,1,4,12,57
Valencia - Sevilla,53,543.0,41,1,Sevilla,2,1,4,12,59
Malaga - Sevilla,25,352.0,16,2,Malaga,2,1,4,13,16
Barcelona - Bilbao,52,550.0,118,1,Barcelona,2,1,4,13,33
Bilbao - Madrid,79,373.0,99,1,Madrid,2,1,4,13,34
Barcelona - Valencia,18,425.0,77,1,Barcelona,2,1,4,14,28
Zaragoza - Barcelona,16,365.0,24,2,Barcelona,2,1,4,14,34
Madrid - Zaragoza,79,244.0,111,2,Zaragoza,2,1,4,14,48
Madrid - Malaga,52,690.0,24,2,Madrid,2,1,4,14,51
Malaga - Sevilla,21,696.0,103,2,Sevilla,2,1,4,14,52
Madrid - Zaragoza,22,131.0,102,1,Madrid,2,1,4,15,3
Madrid - Barcelona,76,283.0,106,1,Barcelona,2,1,4,15,10
Valencia - Sevilla,23,543.0,24,1,Valencia,2,1,4,16,2
Malaga - Sevilla,33,588.0,38,1,Sevilla,2,1,4,16,6
Barcelona - Valencia,12,511.0,59,2,Barcelona,2,1,4,16,8
Valencia - Sevilla,51,495.0,90,1,Valencia,2,1,4,16,14
Barcelona - Valencia,14,679.0,11,2,Barcelona,2,1,4,16,39
Sevilla - Madrid,86,698.0,55,1,Madrid,2,1,4,16,42
Barcelona - Bilbao,40,559.0,61,2,Bilbao,2,1,4,16,46
Zaragoza - Barcelona,39,635.0,105,1,Zaragoza,2,1,4,16,47
Barcelona - Bilbao,82,670.0,79,1,Barcelona,2,1,4,16,51
Madrid - Barcelona,66,362.0,30,1,Madrid,2,1,4,17,0
Sevilla - Madrid,67,596.0,54,1,Sevilla,2,1,4,17,37
Madrid - Zaragoza,98,278.0,18,2,Zaragoza,2,1,4,17,47
Bilbao - Madrid,24,121.0,102,1,Madrid,2,1,4,17,49
Madrid - Zaragoza,61,251.0,92,2,Zaragoza,2,1,4,18,3
Madrid - Malaga,18,599.0,66,1,Malaga,2,1,4,18,6
Valencia - Sevilla,40,510.0,77,1,Valencia,2,1,4,18,15
Barcelona - Bilbao,53,336.0,38,2,Barcelona,2,1,4,18,17
Barcelona - Valencia,78,717.0,60,1,Valencia,2,1,4,18,21
Bilbao - Madrid,61,210.0,9,2,Madrid,2,1,4,18,33
Madrid - Malaga,15,558.0,46,2,Madrid,2,1,4,18,45
Malaga - Sevilla,87,374.0,50,2,Sevilla,2,1,4,18,46
Valencia - Sevilla,43,678.0,79,1,Valencia,2,1,4,18,47
Madrid - Zaragoza,45,295.0,42,2,Madrid,2,1,4,18,48
Bilbao - Madrid,86,710.0,20,2,Madrid,2,1,4,18,56
Barcelona - Valencia,57,317.0,99,2,Valencia,2,1,4,19,2
Barcelona - Valencia,64,367.0,24,2,Valencia,2,1,4,19,14
Sevilla - Madrid,84,649.0,8,1,Madrid,2,1,4,19,19
Madrid - Barcelona,96,707.0,57,1,Madrid,2,1,4,19,24
Zaragoza - Barcelona,67,532.0,71,2,Zaragoza,2,1,4,19,27
Madrid - Malaga,97,165.0,102,2,Malaga,2,1,4,19,38
Bilbao - Madrid,83,569.0,22,1,Bilbao,2,1,4,19,44
Madrid - Malaga,22,536.0,54,1,Madrid,2,1,4,19,48
Madrid - Malaga,91,563.0,4,2,Madrid,2,1,4,20,9
Sevilla - Madrid,24,354.0,66,1,Sevilla,2,1,4,20,11
Madrid - Malaga,37,138.0,45,2,Madrid,2,1,4,20,12
Valencia - Sevilla,85,698.0,45,1,Valencia,2,1,4,20,16
Barcelona - Valencia,39,717.0,17,2,Barcelona,2,1,4,20,18
Malaga - Sevilla,18,659.0,69,2,Sevilla,2,1,4,20,20
Sevilla - Madrid,51,203.0,38,1,Madrid,2,1,4,20,23
Madrid - Zaragoza,93,382.0,117,2,Madrid,2,1,4,20,24
Zaragoza - Barcelona,49,349.0,26,2,Zaragoza,2,1,4,20,35
Barcelona - Bilbao,84,715.0,46,2,Bilbao,2,1,4,20,37
Malaga - Sevilla,84,298.0,42,1,Sevilla,2,1,4,20,41
Bilbao - Madrid,17,191.0,117,1,Madrid,2,1,4,20,42
Bilbao - Madrid,80,499.0,17,2,Bilbao,2,1,4,20,49
Madrid - Zaragoza,19,302.0,90,1,Zaragoza,2,1,4,21,3
Valencia - Sevilla,39,448.0,27,1,Sevilla,2,1,4,21,9
Barcelona - Bilbao,77,289.0,5,1,Barcelona,2,1,4,21,16
Valencia - Sevilla,68,362.0,66,2,Valencia,2,1,4,21,22
Barcelona - Bilbao,81,609.0,62,1,Barcelona,2,1,4,21,41
Valencia - Sevilla,87,542.0,93,2,Valencia,2,1,4,22,2
Madrid - Zaragoza,69,362.0,40,1,Zaragoza,2,1,4,22,10
Bilbao - Madrid,38,311.0,7,2,Bilbao,2,1,4,22,12
Bilbao - Madrid,79,293.0,56,2,Bilbao,2,1,4,22,16
Barcelona - Valencia,87,529.0,42,2,Valencia,2,1,4,22,20
Madrid - Malaga,86,301.0,1,1,Malaga,2,1,4,22,24
Valencia - Sevilla,91,433.0,118,1,Valencia,2,1,4,22,27
Barcelona - Bilbao,58,453.0,118,2,Barcelona,2,1,4,22,30
Barcelona - Valencia,34,561.0,112,2,Valencia,2,1,4,22,33
Bilbao - Madrid,29,705.0,57,1,Bilbao,2,1,4,22,42
Madrid - Zaragoza,89,189.0,30,2,Madrid,2,1,4,22,59
Madrid - Malaga,85,243.0,82,2,Madrid,2,1,4,23,3
Madrid - Malaga,28,694.0,81,2,Malaga,2,1,4,23,12
Barcelona - Valencia,55,713.0,20,1,Valencia,2,1,4,23,27
Bilbao - Madrid,84,367.0,52,1,Bilbao,2,1,4,23,28
Sevilla - Madrid,10,410.0,84,1,Sevilla,2,1,4,23,35
Barcelona - Bilbao,33,138.0,20,1,Bilbao,2,1,4,23,36
Madrid - Barcelona,74,595.0,14,1,Madrid,2,1,4,23,39
Bilbao - Madrid,31,155.0,67,1,Bilbao,2,1,4,23,42
Zaragoza - Barcelona,91,243.0,26,1,Barcelona,2,1,4,23,45
Bilbao - Madrid,70,167.0,71,2,Bilbao,2,1,4,23,56
Sevilla - Madrid,35,251.0,57,1,Sevilla,3,1,5,0,15
Madrid - Malaga,72,570.0,107,2,Madrid,3,1,5,0,27
Madrid - Zaragoza,15,481.0,78,2,Zaragoza,3,1,5,0,39
Zaragoza - Barcelona,17,471.0,98,1,Barcelona,3,1,5,0,46
Valencia - Sevilla,91,185.0,17,2,Sevilla,3,1,5,0,50
Bilbao - Madrid,55,191.0,16,2,Madrid,3,1,5,0,51
Sevilla - Madrid,83,717.0,29,1,Sevilla,3,1,5,1,9
Valencia - Sevilla,44,126.0,87,1,Sevilla,3,1,5,1,12
Madrid - Barcelona,89,165.0,107,2,Barcelona,3,1,5,1,33
Malaga - Sevilla,16,507.0,66,1,Sevilla,3,1,5,1,34
Barcelona - Bilbao,11,239.0,25,1,Bilbao,3,1,5,1,39
Barcelona - Bilbao,81,700.0,2,1,Bilbao,3,1,5,1,41
Malaga - Sevilla,27,386.0,71,1,Sevilla,3,1,5,2,1
Madrid - Zaragoza,24,173.0,80,1,Madrid,3,1,5,2,9
Barcelona - Valencia,45,133.0,106,2,Valencia,3,1,5,2,14
Madrid - Barcelona,18,370.0,101,2,Barcelona,3,1,5,2,21
Bilbao - Madrid,78,651.0,94,2,Bilbao,3,1,5,2,37
Sevilla - Madrid,99,505.0,83,1,Madrid,3,1,5,2,40
Malaga - Sevilla,75,487.0,65,2,Malaga,3,1,5,3,13
Madrid - Malaga,71,368.0,46,1,Malaga,3,1,5,3,16
Malaga - Sevilla,13,243.0,107,2,Sevilla,3,1,5,3,20
Sevilla - Madrid,91,195.0,78,1,Madrid,3,1,5,3,35
Valencia - Sevilla,48,686.0,5,1,Valencia,3,1,5,3,46
Madrid - Zaragoza,84,147.0,2,2,Zaragoza,3,1,5,3,53
Madrid - Barcelona,97,139.0,22,2,Barcelona,3,1,5,4,13
Sevilla - Madrid,83,702.0,20,2,Madrid,3,1,5,4,33
Malaga - Sevilla,31,268.0,15,1,Sevilla,3,1,5,4,36
Sevilla - Madrid,99,617.0,68,1,Madrid,3,1,5,4,45
Malaga - Sevilla,92,313.0,77,1,Sevilla,3,1,5,4,54
Malaga - Sevilla,52,269.0,5,1,Sevilla,3,1,5,5,6
Sevilla - Madrid,63,144.0,109,2,Sevilla,3,1,5,5,36
Barcelona - Valencia,54,596.0,13,2,Barcelona,3,1,5,5,40
Valencia - Sevilla,10,521.0,34,2,Valencia,3,1,5,5,44
Madrid - Malaga,33,151.0,18,2,Malaga,3,1,5,5,45
Sevilla - Madrid,77,459.0,34,1,Sevilla,3,1,5,6,4
Malaga - Sevilla,64,479.0,74,2,Malaga,3,1,5,6,7
Madrid - Malaga,43,154.0,24,2,Madrid,3,1,5,6,14
